,Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
1250,EID_4946,0,56.0,4,1,Springfield,Logistics,Directive,33.0,4,65,1,3,8.0,type1,2.0,3,,0.7075,1.0,2,6,3
1253,EID_23822,1,60.0,4,0,Springfield,Logistics,Directive,37.0,4,29,1,3,8.0,type3,2.0,4,0.7516,-0.4537,2.0,3,7,5
1258,EID_25277,0,30.0,4,1,Washington,Logistics,Directive,8.0,3,70,1,3,10.0,type2,2.0,3,,0.7075,3.0,3,9,3
1261,EID_6911,0,52.0,2,1,Franklin,Logistics,Directive,19.0,4,21,1,4,9.0,type3,4.0,3,,0.7075,2.0,4,5,2
1262,EID_17591,1,21.0,4,1,Washington,Logistics,Analytical,2.0,2,43,0,2,9.0,type2,1.0,3,0.7516,-0.4537,2.0,4,7,3
1263,EID_14623,0,33.0,2,0,Franklin,Logistics,Directive,5.0,3,50,2,5,8.0,type2,2.0,3,0.7516,1.8688,,3,8,3
1264,EID_7884,0,,3,1,Clinton,Logistics,Analytical,7.0,3,32,0,1,10.0,type3,3.0,3,-1.8176,0.7075,2.0,4,9,3
1265,EID_12585,0,38.0,3,1,Lebanon,Logistics,Directive,10.0,2,23,1,3,8.0,type2,2.0,4,-0.1048,0.7075,1.0,2,8,4
1266,EID_11264,1,,2,0,Springfield,Logistics,Directive,12.0,4,22,1,4,9.0,type3,3.0,3,0.7516,1.8688,2.0,3,8,3
1267,EID_14283,0,29.0,3,0,Springfield,Logistics,Directive,6.0,2,64,0,3,9.0,type2,3.0,4,0.7516,-1.615,2.0,3,8,2
1270,EID_5479,0,,3,0,Lebanon,Logistics,Conceptual,22.0,2,49,2,3,9.0,type2,4.0,2,-0.1048,-0.4537,3.0,2,6,4
1272,EID_12199,0,30.0,1,1,Franklin,Logistics,Behavioral,8.0,4,46,1,3,8.0,type3,1.0,4,0.7516,-0.4537,2.0,3,8,4
1274,EID_6076,1,54.0,4,1,Lebanon,Logistics,Behavioral,18.0,4,34,0,1,7.0,type2,2.0,3,-1.8176,-1.615,2.0,2,9,4
1275,EID_11823,0,36.0,5,0,Franklin,Logistics,Directive,9.0,1,51,0,2,8.0,type2,3.0,3,-0.1048,1.8688,3.0,5,6,4
1276,EID_11127,1,42.0,5,0,Springfield,Logistics,Directive,7.0,1,40,1,2,7.0,type3,2.0,3,,0.7075,3.0,4,7,1
1279,EID_2382,1,62.0,3,1,Lebanon,Logistics,Behavioral,33.0,1,23,1,3,8.0,type2,2.0,3,-1.8176,-1.615,2.0,2,8,3
1287,EID_11857,1,35.0,3,1,Springfield,Logistics,Behavioral,10.0,1,48,1,3,10.0,type3,2.0,3,-0.9612,0.7075,1.0,1,5,4
1290,EID_2688,0,53.0,4,1,Clinton,Logistics,Behavioral,17.0,3,68,0,5,9.0,type1,4.0,3,-1.8176,-0.4537,2.0,2,7,4
1297,EID_8717,0,43.0,4,1,Washington,Logistics,Conceptual,21.0,4,69,1,1,7.0,type3,1.0,4,-0.1048,-0.4537,2.0,3,7,5
1303,EID_6090,1,45.0,3,0,Franklin,Logistics,Directive,19.0,3,63,0,3,7.0,type2,2.0,3,-0.9612,0.7075,2.0,3,8,4
1304,EID_1838,1,59.0,3,0,Springfield,Logistics,Behavioral,36.0,4,29,0,4,9.0,type2,3.0,2,0.7516,1.8688,1.0,4,8,5
1311,EID_3156,0,55.0,4,1,Lebanon,Logistics,Directive,18.0,4,62,1,2,7.0,type3,1.0,3,,0.7075,2.0,2,9,1
1312,EID_6356,1,48.0,4,1,Springfield,Logistics,Directive,10.0,3,39,1,4,8.0,type3,1.0,3,-1.8176,-0.4537,2.0,4,8,1
1313,EID_16359,0,22.0,4,1,Lebanon,Logistics,Conceptual,3.0,1,26,2,4,7.0,type2,1.0,3,-0.1048,-0.4537,2.0,2,7,4
1315,EID_17949,0,21.0,4,1,Springfield,Logistics,Behavioral,2.0,1,62,1,3,8.0,type2,2.0,3,1.6081,1.8688,2.0,4,7,3
1316,EID_10479,1,35.0,4,1,Lebanon,Logistics,Analytical,11.0,2,59,1,3,7.0,type3,2.0,3,,-0.4537,2.0,5,8,5
1319,EID_5382,1,46.0,3,1,Washington,Logistics,Behavioral,10.0,2,36,1,5,8.0,type2,1.0,3,,-0.4537,3.0,2,8,3
1324,EID_6535,0,53.0,5,1,Lebanon,Logistics,Conceptual,15.0,3,66,1,3,8.0,type2,2.0,4,0.7516,1.8688,1.0,2,6,4
1327,EID_5366,1,63.0,4,1,Lebanon,Logistics,Conceptual,34.0,4,65,1,4,8.0,type2,4.0,3,-1.8176,-0.4537,,4,8,2
1328,EID_12045,1,31.0,3,0,Clinton,Logistics,Analytical,3.0,3,46,0,4,8.0,type2,3.0,1,-1.8176,0.7075,2.0,2,8,5
1329,EID_15085,1,25.0,4,1,Washington,Logistics,Conceptual,6.0,3,23,1,2,9.0,type4,4.0,3,1.6081,0.7075,3.0,3,8,2
1330,EID_2307,1,63.0,5,1,Franklin,Logistics,Analytical,40.0,1,28,1,3,9.0,type2,3.0,2,-0.1048,1.8688,,2,8,5
1331,EID_14774,0,25.0,4,1,Springfield,Logistics,Behavioral,6.0,2,70,1,2,9.0,type2,3.0,2,0.7516,-0.4537,1.0,3,8,1
1333,EID_23636,1,47.0,3,1,Franklin,Logistics,Directive,23.0,1,70,1,3,10.0,type2,1.0,4,1.6081,-1.615,2.0,3,8,3
1334,EID_1985,1,59.0,5,1,Springfield,Logistics,Conceptual,34.0,2,59,1,4,8.0,type1,1.0,4,0.7516,-0.4537,,4,7,5
1336,EID_13427,1,31.0,5,1,Franklin,Logistics,Directive,9.0,4,48,0,2,9.0,type2,1.0,2,0.7516,-0.4537,2.0,4,8,2
1340,EID_13930,1,26.0,5,0,Washington,Logistics,Conceptual,3.0,3,67,0,5,7.0,type3,1.0,1,0.7516,-0.4537,1.0,3,6,3
1347,EID_22123,1,42.0,4,0,Lebanon,Logistics,Directive,16.0,2,58,1,5,8.0,type2,4.0,3,-0.1048,-0.4537,2.0,4,7,2
1351,EID_10242,1,40.0,1,1,Springfield,Logistics,Analytical,11.0,2,73,1,1,8.0,type2,1.0,3,-1.8176,-0.4537,1.0,3,6,3
1355,EID_4304,1,52.0,4,0,Franklin,Logistics,Analytical,23.0,3,21,1,3,9.0,type2,1.0,3,0.7516,0.7075,1.0,1,5,1
1357,EID_8186,1,44.0,1,1,Lebanon,Logistics,Conceptual,19.0,3,46,1,3,8.0,type2,3.0,3,0.7516,-0.4537,2.0,2,8,4
1360,EID_16034,0,23.0,4,1,Washington,Logistics,Behavioral,4.0,2,60,2,2,9.0,type3,1.0,3,0.7516,-0.4537,2.0,3,8,1
1361,EID_23369,1,27.0,3,1,Franklin,Logistics,Analytical,3.0,1,45,1,3,8.0,type4,2.0,3,-0.9612,-0.4537,2.0,1,8,3
1363,EID_10153,0,36.0,2,0,Lebanon,Logistics,Analytical,7.0,3,48,2,1,8.0,type2,1.0,3,,-0.4537,2.0,3,8,4
1365,EID_24539,0,32.0,2,1,Lebanon,Logistics,Directive,7.0,3,39,1,4,8.0,type4,1.0,3,-1.8176,0.7075,2.0,2,8,4
1367,EID_13511,1,36.0,5,0,Springfield,Logistics,Conceptual,8.0,4,49,1,4,7.0,type2,3.0,3,-0.9612,-0.4537,2.0,2,8,3
1368,EID_4508,1,65.0,4,1,Franklin,Logistics,Conceptual,37.0,4,66,0,1,8.0,type3,4.0,3,0.7516,0.7075,1.0,2,7,4
1375,EID_16894,0,22.0,3,0,Springfield,Logistics,Analytical,3.0,1,28,0,3,7.0,type2,3.0,2,0.7516,0.7075,3.0,2,7,1
1377,EID_18881,1,21.0,3,1,Springfield,Logistics,Directive,2.0,1,53,1,3,8.0,type2,2.0,5,-1.8176,0.7075,2.0,3,7,3
1381,EID_6540,1,44.0,1,0,Washington,Logistics,Behavioral,11.0,2,53,2,4,8.0,type3,1.0,3,-0.1048,-0.4537,2.0,4,7,3
1383,EID_10423,1,44.0,3,1,Springfield,Logistics,Conceptual,12.0,3,27,1,5,7.0,type2,2.0,4,-0.1048,0.7075,3.0,1,8,3
1384,EID_1930,1,64.0,3,1,Lebanon,Logistics,Behavioral,28.0,2,73,1,1,8.0,type2,4.0,4,0.7516,0.7075,1.0,3,6,3
1385,EID_5953,1,54.0,4,1,Franklin,Logistics,Conceptual,24.0,3,51,0,4,8.0,type3,1.0,3,-0.1048,0.7075,,3,7,3
1386,EID_12891,1,28.0,4,1,Springfield,Logistics,Analytical,4.0,2,32,1,3,7.0,type3,1.0,3,1.6081,-0.4537,,4,8,4
1388,EID_1662,0,56.0,3,1,Clinton,Logistics,Behavioral,24.0,4,70,1,2,9.0,type3,3.0,3,0.7516,1.8688,3.0,4,8,3
1390,EID_13066,0,37.0,4,0,Lebanon,Logistics,Analytical,11.0,2,60,0,2,7.0,type2,1.0,3,0.7516,0.7075,2.0,3,7,1
1395,EID_7126,1,60.0,4,0,Lebanon,Logistics,Analytical,35.0,1,69,0,2,9.0,type3,3.0,3,-1.8176,-0.4537,,4,8,4
1397,EID_16818,0,24.0,2,0,Springfield,Marketing,Analytical,5.0,1,29,1,4,7.0,type3,2.0,3,0.7516,0.7075,1.0,1,8,3
1398,EID_13284,1,27.0,3,0,Franklin,Marketing,Behavioral,3.0,3,63,1,3,7.0,type0,1.0,3,,-2.7762,2.0,3,7,5
1400,EID_2866,0,52.0,4,1,Lebanon,Marketing,Directive,17.0,1,49,1,2,9.0,type0,1.0,4,-0.9612,0.7075,2.0,4,6,5
1407,EID_5351,1,50.0,3,0,Springfield,Marketing,Directive,16.0,2,70,2,3,9.0,type3,4.0,3,-0.1048,1.8688,1.0,3,7,5
1408,EID_9550,0,60.0,1,0,Washington,Marketing,Behavioral,26.0,4,46,1,2,9.0,type2,1.0,3,-0.1048,-0.4537,2.0,3,8,3
1409,EID_1924,0,64.0,4,0,Franklin,Marketing,Analytical,36.0,3,42,0,2,7.0,type2,2.0,3,-1.8176,-0.4537,2.0,4,5,4
1410,EID_10645,1,35.0,5,1,Springfield,Marketing,Conceptual,7.0,3,53,1,3,8.0,type2,3.0,3,0.7516,-0.4537,2.0,3,7,4
1412,EID_13780,1,30.0,4,1,Franklin,Marketing,Behavioral,6.0,1,66,1,3,8.0,type3,2.0,2,1.6081,-0.4537,2.0,4,9,3
1413,EID_22377,1,19.0,2,1,Lebanon,Marketing,Behavioral,0.0,0,47,1,5,9.0,type2,1.0,4,-0.1048,0.7075,2.0,2,7,1
1415,EID_18801,0,20.0,3,1,Springfield,Marketing,Conceptual,1.0,1,31,1,2,9.0,type3,5.0,1,-0.1048,-0.4537,1.0,4,8,3
1416,EID_19501,0,25.0,1,1,Springfield,Marketing,Analytical,6.0,2,37,1,5,8.0,type0,2.0,2,-0.1048,-0.4537,2.0,3,8,1
1417,EID_23778,0,47.0,3,1,Springfield,Marketing,Directive,11.0,3,61,0,3,7.0,type2,1.0,3,-0.1048,0.7075,2.0,4,8,3
1420,EID_19059,1,20.0,2,0,Franklin,Marketing,Conceptual,1.0,1,53,0,1,7.0,type4,1.0,3,0.7516,1.8688,2.0,2,6,3
1421,EID_7619,1,50.0,4,0,Springfield,Marketing,Behavioral,16.0,1,38,1,1,8.0,type3,2.0,3,-0.1048,-0.4537,2.0,3,5,3
1424,EID_14237,0,34.0,2,1,Washington,Marketing,Behavioral,7.0,3,51,1,3,8.0,type3,3.0,3,0.7516,-0.4537,1.0,4,9,5
1426,EID_15971,1,23.0,3,1,Clinton,Marketing,Directive,4.0,3,41,0,1,9.0,type3,3.0,3,-0.1048,-0.4537,,4,7,3
1431,EID_8859,0,43.0,2,1,Springfield,Marketing,Behavioral,20.0,3,36,1,3,10.0,type2,2.0,4,0.7516,-0.4537,2.0,4,8,3
1433,EID_23077,0,30.0,4,0,Washington,Marketing,Directive,7.0,1,60,0,3,8.0,type3,3.0,3,0.7516,-0.4537,,1,6,1
1434,EID_11988,1,39.0,2,1,Washington,Marketing,Directive,11.0,4,64,0,3,9.0,type2,3.0,3,0.7516,-0.4537,2.0,4,7,3
1436,EID_14984,0,30.0,4,1,Lebanon,Marketing,Analytical,7.0,2,33,2,4,8.0,type4,1.0,3,0.7516,-0.4537,1.0,3,8,3
1439,EID_12336,1,34.0,3,1,Washington,Marketing,Conceptual,12.0,2,26,1,5,8.0,type2,4.0,3,-0.9612,-0.4537,2.0,5,8,3
1441,EID_18426,1,23.0,5,1,Springfield,Marketing,Behavioral,4.0,1,70,1,2,7.0,type2,3.0,1,-0.1048,-0.4537,3.0,4,9,3
1445,EID_3835,0,,4,1,Washington,Marketing,Behavioral,32.0,4,43,1,3,8.0,type3,2.0,3,-0.9612,0.7075,2.0,3,8,3
1446,EID_10764,0,43.0,4,1,Lebanon,Marketing,Directive,7.0,3,35,0,3,8.0,type2,4.0,3,0.7516,-2.7762,2.0,2,8,4
1450,EID_1494,0,60.0,4,0,Springfield,Marketing,Analytical,30.0,4,53,0,2,8.0,type2,2.0,3,0.7516,-0.4537,2.0,3,6,3
1454,EID_4698,1,52.0,3,0,Franklin,Marketing,Behavioral,18.0,3,53,2,1,8.0,type2,3.0,3,0.7516,-0.4537,2.0,4,5,3
1457,EID_15506,1,24.0,4,1,Springfield,Marketing,Directive,5.0,3,30,0,1,7.0,type2,3.0,3,-1.8176,0.7075,1.0,4,5,4
1458,EID_3108,1,55.0,4,1,Franklin,Marketing,Analytical,16.0,3,66,0,3,9.0,type2,1.0,3,-0.1048,1.8688,2.0,3,8,3
1462,EID_10033,1,37.0,1,0,Washington,Marketing,Directive,11.0,4,53,1,2,7.0,type3,1.0,3,-0.1048,0.7075,1.0,2,8,1
1463,EID_3872,1,,3,1,Springfield,Marketing,Analytical,16.0,1,60,0,5,8.0,type1,2.0,4,,-0.4537,2.0,5,7,3
1464,EID_6508,0,53.0,4,0,Washington,Marketing,Analytical,26.0,1,70,1,2,8.0,type2,4.0,3,-0.1048,-0.4537,3.0,3,5,5
1467,EID_2342,1,54.0,4,0,Franklin,Marketing,Analytical,,1,48,0,2,8.0,type2,4.0,1,0.7516,0.7075,2.0,2,8,5
1472,EID_3636,1,50.0,4,1,Washington,Marketing,Directive,12.0,2,44,0,2,8.0,type3,1.0,3,-1.8176,-0.4537,2.0,3,7,5
1476,EID_23648,1,45.0,4,1,Lebanon,Marketing,Analytical,22.0,4,63,1,1,10.0,type3,,4,-0.9612,-2.7762,2.0,3,7,3
1477,EID_15986,0,23.0,3,0,Lebanon,Marketing,Directive,4.0,4,38,1,2,8.0,type2,2.0,3,-1.8176,-1.615,2.0,4,7,3
1480,EID_11772,0,32.0,4,1,Franklin,Marketing,Behavioral,10.0,3,52,0,3,8.0,type2,4.0,5,-0.9612,0.7075,2.0,3,8,1
1482,EID_16103,1,23.0,4,0,Washington,Marketing,Analytical,4.0,3,21,2,5,8.0,type3,1.0,3,-1.8176,-0.4537,,3,8,3
1484,EID_1148,1,57.0,3,1,Franklin,Marketing,Analytical,19.0,4,36,1,4,8.0,type2,2.0,4,-0.1048,0.7075,1.0,2,8,4
1487,EID_22664,0,26.0,4,1,Springfield,Marketing,Conceptual,,1,50,1,2,8.0,type2,1.0,3,-0.9612,0.7075,2.0,2,8,3
1488,EID_1919,1,,4,1,Franklin,Marketing,Directive,32.0,2,26,1,2,8.0,type2,4.0,3,-0.1048,-0.4537,2.0,4,7,4
1489,EID_8184,1,40.0,3,1,Lebanon,Marketing,Directive,12.0,1,57,0,3,8.0,type2,2.0,4,0.7516,-0.4537,2.0,2,6,3
1493,EID_7402,1,51.0,3,1,Clinton,Marketing,Behavioral,21.0,2,74,0,1,9.0,type3,4.0,4,-0.9612,-0.4537,2.0,3,6,3
1495,EID_5875,0,54.0,3,1,Franklin,Marketing,Analytical,20.0,1,64,1,4,8.0,type2,3.0,3,-0.1048,0.7075,2.0,3,7,3
1496,EID_19318,1,19.0,4,1,Springfield,Marketing,Conceptual,0.0,0,46,0,3,8.0,type2,3.0,3,-0.1048,-1.615,2.0,3,8,3
1499,EID_4693,0,48.0,3,1,Springfield,Marketing,Analytical,17.0,2,21,1,3,8.0,type3,3.0,5,1.6081,-0.4537,1.0,2,7,3
1502,EID_10066,1,,2,0,Franklin,Marketing,Conceptual,10.0,2,57,1,4,9.0,type2,1.0,3,0.7516,0.7075,3.0,4,8,3
1505,EID_11398,1,42.0,3,0,Lebanon,Operations,Directive,12.0,2,55,0,3,8.0,type2,2.0,3,0.7516,-0.4537,3.0,3,6,2
1506,EID_12965,1,32.0,4,1,Washington,Operations,Conceptual,8.0,2,71,1,5,8.0,type2,2.0,1,-1.8176,-0.4537,2.0,4,8,3
1508,EID_4040,1,64.0,3,0,Lebanon,Operations,Behavioral,29.0,1,53,1,3,8.0,type3,3.0,3,-0.9612,0.7075,2.0,2,5,3
1509,EID_16789,0,,2,1,Franklin,Operations,Analytical,2.0,2,74,0,2,8.0,type2,3.0,3,0.7516,-0.4537,,2,8,3
1511,EID_18514,0,20.0,5,1,Springfield,Operations,Conceptual,1.0,1,48,1,5,8.0,type3,1.0,3,-1.8176,0.7075,1.0,1,8,3
1521,EID_14817,0,32.0,5,1,Springfield,Operations,Directive,4.0,3,22,1,3,7.0,type4,3.0,4,-1.8176,-0.4537,,2,6,5
1523,EID_13308,1,27.0,4,0,Washington,Operations,Directive,4.0,4,58,1,3,9.0,type0,3.0,3,-0.9612,-0.4537,2.0,2,8,3
1524,EID_2539,0,57.0,3,1,Lebanon,Operations,Analytical,,4,23,0,1,8.0,type2,5.0,3,-1.8176,0.7075,2.0,4,8,3
1525,EID_6154,1,54.0,3,1,Springfield,Operations,Conceptual,16.0,2,70,1,5,8.0,type2,3.0,2,0.7516,-0.4537,1.0,2,8,3
1526,EID_22849,0,28.0,5,1,Washington,Operations,Analytical,4.0,3,61,1,3,7.0,type3,1.0,2,-0.9612,-0.4537,2.0,2,7,3
1527,EID_16569,1,23.0,4,0,Springfield,Operations,Analytical,4.0,1,69,1,4,8.0,type3,3.0,3,0.7516,-0.4537,2.0,3,6,3
1529,EID_13645,0,31.0,4,0,Springfield,Operations,Behavioral,5.0,3,72,1,3,7.0,type3,1.0,1,0.7516,-1.615,1.0,4,5,3
1530,EID_15868,1,27.0,1,1,Franklin,Operations,Behavioral,5.0,1,73,1,2,7.0,type3,1.0,3,-0.9612,0.7075,3.0,3,8,3
1533,EID_16586,0,25.0,4,1,Washington,Operations,Directive,6.0,3,22,1,2,8.0,type2,5.0,4,0.7516,-0.4537,2.0,3,6,3
1534,EID_17833,0,22.0,2,1,Lebanon,Operations,Behavioral,3.0,2,43,0,3,7.0,type3,3.0,3,,0.7075,,3,7,2
1535,EID_14096,1,34.0,3,0,Washington,Operations,Conceptual,5.0,4,42,1,2,8.0,type2,1.0,3,-0.9612,0.7075,2.0,5,7,3
1536,EID_9549,0,58.0,4,0,Franklin,Operations,Directive,20.0,3,33,2,2,8.0,type2,4.0,5,0.7516,-0.4537,3.0,4,8,3
1537,EID_1141,0,58.0,5,1,Lebanon,Operations,Directive,34.0,1,26,1,4,8.0,type4,4.0,3,-0.9612,-0.4537,,2,8,4
1540,EID_1887,0,55.0,1,1,Franklin,Operations,Conceptual,26.0,3,28,1,1,8.0,type2,1.0,3,-0.1048,-2.7762,2.0,3,8,3
1542,EID_21356,0,52.0,3,1,Clinton,Operations,Directive,20.0,1,47,2,2,8.0,type4,2.0,3,-0.1048,1.8688,2.0,4,7,3
1544,EID_6239,0,48.0,4,0,Clinton,Operations,Conceptual,12.0,2,39,1,3,7.0,type2,1.0,3,-1.8176,1.8688,2.0,2,5,4
1545,EID_23472,1,47.0,1,1,Clinton,Operations,Behavioral,9.0,3,59,0,3,10.0,type2,1.0,1,-1.8176,-0.4537,1.0,2,5,2
1548,EID_11385,0,33.0,3,1,Lebanon,Operations,Analytical,5.0,4,35,1,3,7.0,type3,3.0,3,0.7516,0.7075,2.0,3,7,3
1549,EID_2425,1,57.0,3,1,Lebanon,Operations,Conceptual,20.0,3,63,1,2,8.0,type3,2.0,4,0.7516,0.7075,2.0,3,6,3
1551,EID_25156,1,47.0,3,1,Clinton,Operations,Conceptual,24.0,4,63,1,3,9.0,type2,3.0,3,-0.9612,0.7075,2.0,2,6,3
1554,EID_11969,1,31.0,3,0,Springfield,Operations,Directive,6.0,4,44,1,2,7.0,type2,3.0,5,0.7516,1.8688,2.0,3,7,3
1556,EID_11122,1,37.0,1,0,Springfield,Operations,Behavioral,15.0,1,22,1,2,8.0,type3,1.0,3,0.7516,1.8688,2.0,4,7,3
1557,EID_14671,1,33.0,5,1,Clinton,Operations,Behavioral,9.0,1,26,0,4,7.0,type2,4.0,3,1.6081,0.7075,1.0,3,5,5
1560,EID_5142,1,56.0,3,1,Clinton,Operations,Behavioral,34.0,4,48,0,3,8.0,type2,4.0,3,,-0.4537,1.0,2,8,4
1563,EID_11675,1,32.0,2,1,Franklin,Operations,Conceptual,7.0,1,52,1,4,8.0,type3,2.0,3,-1.8176,-2.7762,1.0,1,9,3
1566,EID_6171,0,62.0,3,1,Washington,Operations,Analytical,30.0,4,36,2,2,9.0,type3,3.0,5,,0.7075,1.0,3,6,5
1570,EID_2401,1,57.0,1,1,Washington,Operations,Behavioral,26.0,3,30,0,4,7.0,type3,2.0,3,-0.1048,0.7075,2.0,2,5,3
1571,EID_12505,0,34.0,1,1,Washington,Operations,Analytical,5.0,1,55,1,1,7.0,type0,3.0,2,0.7516,-0.4537,2.0,2,8,4
1572,EID_3386,1,50.0,1,1,Springfield,Operations,Analytical,17.0,1,47,1,1,8.0,type2,1.0,3,,-0.4537,2.0,2,7,3
1574,EID_20286,0,27.0,4,1,Lebanon,Operations,Analytical,4.0,2,66,0,3,7.0,type2,3.0,4,0.7516,-1.615,2.0,3,7,5
1575,EID_17953,1,22.0,3,1,Franklin,Operations,Analytical,3.0,1,52,0,3,9.0,type3,3.0,4,-1.8176,-2.7762,2.0,2,6,3
1577,EID_3684,0,54.0,3,0,Lebanon,Operations,Behavioral,16.0,3,35,1,3,8.0,type2,2.0,3,-0.9612,-0.4537,1.0,3,6,2
1578,EID_2526,1,62.0,3,0,Springfield,Operations,Analytical,32.0,2,30,1,3,10.0,type2,4.0,5,0.7516,-0.4537,2.0,3,7,3
1579,EID_9315,1,38.0,4,1,Lebanon,Operations,Behavioral,10.0,1,68,1,2,8.0,type2,3.0,3,0.7516,1.8688,2.0,4,8,4
1580,EID_22853,0,47.0,4,1,Lebanon,Operations,Behavioral,15.0,1,25,1,2,10.0,type4,4.0,5,0.7516,-1.615,2.0,3,6,4
1581,EID_20618,0,19.0,3,0,Lebanon,Operations,Directive,0.0,0,47,1,2,8.0,type3,2.0,4,-0.9612,1.8688,2.0,1,7,3
1585,EID_19668,1,32.0,5,1,Springfield,Operations,Behavioral,3.0,3,29,1,3,10.0,type2,2.0,4,-0.1048,-0.4537,3.0,2,5,3
1586,EID_3527,0,64.0,3,1,Franklin,Operations,Behavioral,41.0,1,24,0,5,9.0,type2,5.0,3,1.6081,0.7075,,3,9,5
1592,EID_8399,0,44.0,1,0,Lebanon,Operations,Directive,8.0,1,20,2,1,9.0,type3,1.0,2,0.7516,0.7075,2.0,3,6,4
1593,EID_20747,1,28.0,5,1,Springfield,Operations,Behavioral,6.0,2,37,1,3,8.0,type3,2.0,2,1.6081,-0.4537,2.0,5,8,3
1594,EID_25441,0,27.0,1,0,Springfield,Operations,Directive,4.0,4,66,1,2,8.0,type3,2.0,3,-0.1048,-0.4537,1.0,3,8,3
1597,EID_4723,1,48.0,1,1,Springfield,Operations,Conceptual,15.0,1,30,1,2,9.0,type3,2.0,3,0.7516,-0.4537,2.0,3,9,3
1599,EID_16753,0,27.0,3,0,Franklin,Operations,Conceptual,4.0,4,45,2,1,8.0,type2,1.0,3,-0.1048,-2.7762,2.0,4,8,3
1600,EID_9813,0,,3,1,Washington,Operations,Conceptual,20.0,4,44,0,1,8.0,type3,2.0,3,0.7516,-0.4537,2.0,4,7,3
1602,EID_6974,1,52.0,3,0,Washington,Operations,Behavioral,29.0,3,59,0,1,9.0,type2,1.0,2,1.6081,0.7075,2.0,3,7,4
1604,EID_21056,1,54.0,4,1,Lebanon,Operations,Behavioral,18.0,2,71,1,3,8.0,type3,1.0,3,1.6081,0.7075,2.0,2,5,5
1606,EID_13677,1,35.0,2,0,Lebanon,Operations,Behavioral,13.0,1,64,1,5,7.0,type3,3.0,3,-0.1048,-0.4537,2.0,3,6,3
1607,EID_6269,0,48.0,4,1,Springfield,Operations,Analytical,10.0,2,54,1,2,8.0,type2,2.0,4,-0.9612,0.7075,2.0,2,5,3
1609,EID_9030,1,60.0,3,1,Clinton,Operations,Conceptual,22.0,4,69,0,2,9.0,type2,4.0,4,0.7516,-0.4537,3.0,3,7,3
1617,EID_13958,1,35.0,4,1,Springfield,Operations,Conceptual,11.0,1,60,1,1,7.0,type3,2.0,3,-0.9612,0.7075,2.0,2,8,4
1618,EID_25613,0,45.0,3,1,Clinton,Operations,Directive,7.0,2,50,1,2,8.0,type2,2.0,4,-0.1048,0.7075,3.0,2,7,4
1621,EID_8177,1,62.0,4,0,Springfield,Operations,Behavioral,24.0,1,49,1,2,8.0,type2,1.0,1,-0.9612,-2.7762,2.0,3,5,3
1624,EID_20052,1,52.0,1,1,Lebanon,Operations,Directive,21.0,3,41,0,4,8.0,type2,2.0,3,-1.8176,0.7075,2.0,2,8,3
1625,EID_5422,1,55.0,4,1,Springfield,Operations,Conceptual,28.0,3,44,0,3,9.0,type0,2.0,4,0.7516,-0.4537,3.0,4,7,4
1626,EID_23277,1,60.0,5,1,Lebanon,Operations,Behavioral,21.0,3,32,0,3,8.0,type3,1.0,3,0.7516,-0.4537,1.0,4,5,1
1628,EID_9579,0,58.0,4,0,Franklin,Operations,Behavioral,34.0,2,39,1,2,9.0,type2,4.0,3,0.7516,0.7075,2.0,5,6,3
1630,EID_1182,1,60.0,2,1,Springfield,Operations,Directive,25.0,1,26,1,2,8.0,type3,1.0,3,-0.1048,-0.4537,,5,9,3
1631,EID_15166,1,24.0,3,0,Lebanon,Operations,Conceptual,5.0,3,44,1,4,8.0,type3,5.0,3,0.7516,-0.4537,2.0,3,5,4
1633,EID_19974,1,37.0,4,1,Franklin,Operations,Behavioral,13.0,2,53,1,4,8.0,type2,3.0,3,1.6081,0.7075,2.0,2,5,3
1638,EID_3205,1,51.0,3,1,Washington,Operations,Directive,25.0,3,48,1,5,10.0,type3,3.0,3,0.7516,0.7075,2.0,2,6,3
1639,EID_4330,0,57.0,4,1,Washington,Operations,Directive,23.0,1,49,1,4,8.0,type2,1.0,3,0.7516,-2.7762,1.0,3,8,3
1641,EID_9246,0,60.0,3,0,Lebanon,Operations,Directive,32.0,4,24,1,2,9.0,type2,1.0,2,0.7516,-0.4537,1.0,2,7,2
1643,EID_8374,0,49.0,4,0,Clinton,Operations,Behavioral,,1,23,0,4,9.0,type3,1.0,4,1.6081,0.7075,2.0,3,8,3
1644,EID_14175,1,29.0,4,0,Springfield,Operations,Analytical,6.0,2,47,1,2,8.0,type0,4.0,3,-0.9612,0.7075,2.0,2,8,4
1645,EID_5467,0,46.0,2,0,Franklin,Operations,Analytical,24.0,3,52,1,3,7.0,type2,1.0,3,-0.1048,-0.4537,3.0,3,6,3
1653,EID_20428,0,42.0,5,1,Clinton,Operations,Analytical,14.0,1,50,0,1,7.0,type2,2.0,4,-0.1048,-0.4537,,3,7,1
1655,EID_20293,0,19.0,4,1,Lebanon,Operations,Behavioral,0.0,0,41,2,2,8.0,type2,1.0,3,-0.9612,0.7075,1.0,3,9,3
