,Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
1213,EID_23600,1,37.0,3,1,Lebanon,IT,Directive,13.0,1,50,1,3,8.0,type2,3.0,3,-0.9612,-0.4537,2.0,2,7,3
1215,EID_11618,0,32.0,5,1,Franklin,Purchasing,Directive,4.0,2,28,1,3,7.0,type2,3.0,1,-0.1048,-0.4537,,2,5,5
1216,EID_12674,0,33.0,3,0,Franklin,IT,Behavioral,5.0,3,44,0,5,8.0,type3,4.0,3,-0.1048,-0.4537,3.0,3,5,2
1218,EID_18063,0,24.0,4,1,Springfield,IT,Analytical,5.0,1,23,0,1,8.0,type3,1.0,4,0.7516,-0.4537,2.0,5,8,4
1225,EID_22925,1,32.0,4,0,Washington,Logistics,Conceptual,5.0,4,47,1,3,7.0,type4,1.0,3,0.7516,-0.4537,1.0,1,8,4
1228,EID_20052,1,52.0,1,1,Lebanon,Operarions,Directive,21.0,3,41,0,4,8.0,type2,2.0,3,-1.8176,0.7075,2.0,2,8,3
1229,EID_25044,1,31.0,3,1,Springfield,R&D,Behavioral,3.0,3,56,1,3,7.0,type2,4.0,3,-0.9612,0.7075,2.0,1,9,4
1230,EID_5422,1,55.0,4,1,Springfield,Operarions,Conceptual,28.0,3,44,0,3,9.0,type0,2.0,4,0.7516,-0.4537,3.0,4,7,4
1232,EID_3804,1,64.0,3,0,Lebanon,Logistics,Conceptual,27.0,2,36,2,3,8.0,type2,1.0,4,-0.1048,-2.7762,2.0,1,8,3
1233,EID_23277,1,60.0,5,1,Lebanon,Operarions,Behavioral,21.0,3,32,0,3,8.0,type3,1.0,3,0.7516,-0.4537,1.0,4,5,1
1234,EID_12336,1,34.0,3,1,Washington,Marketing,Conceptual,12.0,2,26,1,5,8.0,type2,4.0,3,-0.9612,-0.4537,2.0,5,8,3
1235,EID_24839,1,31.0,2,1,Lebanon,Accounting and Finance,Behavioral,2.0,1,46,1,3,8.0,type2,1.0,3,-1.8176,-0.4537,3.0,3,7,4
1239,EID_10346,1,40.0,4,1,Franklin,Sales,Behavioral,14.0,1,22,1,2,7.0,type2,4.0,3,0.7516,0.7075,1.0,3,6,3
1240,EID_9579,0,58.0,4,0,Franklin,Operarions,Behavioral,34.0,2,39,1,2,9.0,type2,4.0,3,0.7516,0.7075,2.0,5,6,3
1241,EID_23242,1,22.0,2,1,Springfield,R&D,Directive,3.0,1,54,1,3,7.0,type3,1.0,3,-1.8176,-1.615,2.0,4,5,3
1243,EID_14741,1,25.0,4,1,Lebanon,IT,Analytical,6.0,1,23,2,1,8.0,type4,3.0,3,0.7516,-1.615,2.0,3,8,2
1244,EID_7783,0,45.0,3,0,Lebanon,Human Resource Management,Conceptual,21.0,4,58,1,1,8.0,type2,1.0,2,-0.9612,0.7075,2.0,4,8,4
1246,EID_3834,0,59.0,5,0,Washington,Logistics,Directive,20.0,1,45,0,2,10.0,type3,3.0,3,0.7516,0.7075,1.0,3,8,4
1248,EID_15609,0,23.0,3,1,Franklin,Human Resource Management,Directive,4.0,1,51,0,3,7.0,type2,3.0,4,-1.8176,1.8688,2.0,3,8,4
1252,EID_18266,0,21.0,5,0,Franklin,IT,Conceptual,2.0,2,49,0,2,8.0,type3,3.0,4,0.7516,-0.4537,2.0,3,8,2
1253,EID_1182,1,60.0,2,1,Springfield,Operarions,Directive,25.0,1,26,1,2,8.0,type3,1.0,3,-0.1048,-0.4537,,5,9,3
1254,EID_6445,0,53.0,1,1,Franklin,Sales,Analytical,30.0,4,43,1,2,7.0,type2,4.0,3,0.7516,-1.615,,3,8,3
1257,EID_25093,0,25.0,4,1,Washington,Accounting and Finance,Directive,6.0,3,37,1,3,8.0,type1,2.0,3,0.7516,-0.4537,2.0,4,8,3
1258,EID_11334,1,33.0,2,1,Lebanon,Sales,Directive,6.0,1,21,0,2,7.0,type1,2.0,3,0.7516,0.7075,2.0,4,5,3
1259,EID_15785,0,30.0,4,0,Lebanon,IT,Analytical,7.0,2,32,1,1,8.0,type2,2.0,5,0.7516,0.7075,2.0,2,8,4
1260,EID_8060,1,62.0,3,1,Springfield,Accounting and Finance,Directive,36.0,2,33,1,1,8.0,type2,2.0,4,-0.1048,-1.615,2.0,3,5,2
1262,EID_22525,0,30.0,3,0,Lebanon,Quality,Analytical,8.0,1,40,1,4,7.0,type4,1.0,3,0.7516,-1.615,3.0,2,8,3
1266,EID_12989,0,32.0,4,1,Lebanon,Accounting and Finance,Conceptual,10.0,2,46,1,2,7.0,type2,2.0,3,-1.8176,-0.4537,2.0,2,8,3
1270,EID_15166,1,24.0,3,0,Lebanon,Operarions,Conceptual,5.0,3,44,1,4,8.0,type3,5.0,3,0.7516,-0.4537,2.0,3,5,4
1272,EID_18848,0,22.0,2,1,Washington,IT,Analytical,3.0,3,31,1,3,8.0,type3,3.0,3,,-2.7762,2.0,2,7,3
1275,EID_22697,0,25.0,3,0,Franklin,R&D,Analytical,6.0,3,29,1,1,8.0,type3,2.0,4,-1.8176,-0.4537,2.0,3,8,4
1278,EID_10352,0,40.0,1,1,Springfield,Sales,Directive,16.0,2,64,0,3,10.0,type2,2.0,4,0.7516,0.7075,2.0,4,8,3
1279,EID_24093,1,60.0,2,0,Lebanon,Human Resource Management,Directive,36.0,1,22,0,3,8.0,type2,2.0,3,1.6081,-0.4537,1.0,3,8,3
1280,EID_11826,1,36.0,1,1,Lebanon,Logistics,Analytical,13.0,3,33,0,4,7.0,type0,2.0,3,,0.7075,1.0,1,9,3
1287,EID_13791,0,35.0,3,1,Franklin,Security,Directive,13.0,3,30,0,3,8.0,type3,4.0,3,0.7516,-0.4537,,2,8,3
1291,EID_12872,1,30.0,3,1,Springfield,Sales,Conceptual,8.0,4,39,2,2,8.0,type3,3.0,1,,-0.4537,2.0,3,8,3
1292,EID_11623,1,36.0,4,1,Springfield,IT,Conceptual,9.0,3,33,0,3,7.0,type2,2.0,3,0.7516,0.7075,2.0,2,6,3
1293,EID_7807,0,45.0,3,1,Springfield,Sales,Directive,20.0,1,42,0,3,8.0,type2,3.0,2,0.7516,-0.4537,2.0,3,8,3
1294,EID_9605,0,41.0,4,0,Springfield,R&D,Directive,9.0,1,37,1,3,7.0,type3,3.0,3,-0.9612,0.7075,3.0,4,5,3
1298,EID_19974,1,37.0,4,1,Franklin,Operarions,Behavioral,13.0,2,53,1,4,8.0,type2,3.0,3,1.6081,0.7075,2.0,2,5,3
1301,EID_22219,1,19.0,1,1,Lebanon,Human Resource Management,Behavioral,0.0,0,60,1,4,8.0,type2,3.0,3,0.7516,-2.7762,2.0,3,8,3
1307,EID_16346,0,24.0,1,1,Springfield,Sales,Behavioral,5.0,2,58,0,1,8.0,type3,3.0,4,0.7516,0.7075,2.0,3,6,3
1312,EID_6874,1,43.0,3,1,Washington,Logistics,Analytical,4.0,3,70,1,2,8.0,type2,3.0,3,-1.8176,0.7075,2.0,2,8,3
1315,EID_16435,0,28.0,4,0,Lebanon,R&D,Behavioral,4.0,2,57,0,4,10.0,type4,3.0,4,0.7516,0.7075,2.0,1,8,2
1317,EID_3058,1,51.0,4,1,Lebanon,Accounting and Finance,Conceptual,25.0,1,48,1,5,8.0,type2,4.0,3,0.7516,-0.4537,2.0,2,7,1
1319,EID_17190,1,21.0,2,1,Franklin,IT,Conceptual,2.0,2,31,0,4,10.0,type3,1.0,2,-0.1048,-0.4537,2.0,2,7,3
1320,EID_7079,1,52.0,5,1,Lebanon,Accounting and Finance,Analytical,30.0,1,27,1,3,8.0,type2,3.0,3,,0.7075,3.0,3,8,2
1321,EID_10191,0,40.0,3,1,Springfield,Production,Behavioral,,4,47,0,1,7.0,type3,1.0,2,-0.9612,1.8688,2.0,3,8,4
1322,EID_1378,1,61.0,4,1,Springfield,IT,Conceptual,26.0,4,70,1,5,9.0,type3,1.0,2,0.7516,-1.615,2.0,3,8,3
1323,EID_20222,1,19.0,4,1,Springfield,Purchasing,Conceptual,0.0,0,52,1,3,8.0,type2,4.0,1,0.7516,0.7075,2.0,3,6,4
1326,EID_18682,1,20.0,4,1,Washington,Accounting and Finance,Directive,1.0,1,53,0,1,8.0,type2,1.0,3,0.7516,0.7075,2.0,4,6,3
1327,EID_8837,0,60.0,3,1,Clinton,Production,Directive,37.0,1,42,1,3,8.0,type3,4.0,4,-1.8176,0.7075,2.0,2,7,4
1330,EID_14673,0,25.0,1,1,Lebanon,Logistics,Behavioral,,1,56,1,5,9.0,type3,4.0,3,0.7516,0.7075,,5,6,3
1331,EID_14443,1,29.0,4,1,Lebanon,Sales,Analytical,7.0,1,37,1,2,10.0,type2,2.0,3,0.7516,-0.4537,2.0,3,5,3
1333,EID_25240,1,31.0,3,0,Lebanon,IT,Directive,2.0,2,43,1,2,7.0,type3,3.0,3,-1.8176,0.7075,2.0,2,6,3
1336,EID_10696,1,35.0,4,1,Franklin,Purchasing,Analytical,12.0,2,42,0,4,8.0,type2,1.0,3,-0.1048,-2.7762,2.0,4,8,3
1337,EID_18012,1,24.0,3,0,Washington,Purchasing,Behavioral,5.0,1,26,0,1,8.0,type2,4.0,3,0.7516,-2.7762,1.0,5,7,3
1340,EID_14132,1,34.0,1,0,Lebanon,Logistics,Directive,7.0,3,30,1,5,8.0,type2,2.0,4,0.7516,-0.4537,2.0,3,8,4
1343,EID_13426,0,36.0,3,1,Washington,IT,Behavioral,13.0,4,72,0,1,10.0,type2,1.0,3,,0.7075,2.0,2,7,4
1344,EID_1493,1,56.0,4,0,Springfield,Logistics,Analytical,21.0,3,39,1,3,9.0,type3,3.0,3,-0.1048,-0.4537,3.0,4,5,3
1345,EID_3994,1,53.0,1,0,Lebanon,Accounting and Finance,Analytical,18.0,3,56,1,5,7.0,type3,2.0,2,0.7516,0.7075,,4,8,3
1348,EID_4781,0,57.0,3,0,Franklin,Accounting and Finance,Analytical,30.0,3,55,1,4,8.0,type2,3.0,3,0.7516,-0.4537,2.0,3,5,3
1350,EID_3205,1,51.0,3,1,Washington,Operarions,Directive,25.0,3,48,1,5,10.0,type3,3.0,3,0.7516,0.7075,2.0,2,6,3
1352,EID_4343,1,52.0,3,1,Springfield,Purchasing,Conceptual,15.0,4,36,0,2,8.0,type2,3.0,3,0.7516,-0.4537,2.0,3,5,3
1353,EID_4330,0,57.0,4,1,Washington,Operarions,Directive,23.0,1,49,1,4,8.0,type2,1.0,3,0.7516,-2.7762,1.0,3,8,3
1355,EID_18426,1,23.0,5,1,Springfield,Marketing,Behavioral,4.0,1,70,1,2,7.0,type2,3.0,1,-0.1048,-0.4537,3.0,4,9,3
1356,EID_3862,1,53.0,4,1,Springfield,R&D,Behavioral,18.0,4,51,0,5,8.0,type3,1.0,4,,-0.4537,1.0,3,5,3
1358,EID_5607,1,63.0,3,1,Franklin,IT,Behavioral,35.0,2,74,1,2,9.0,type2,3.0,3,-1.8176,-0.4537,1.0,3,8,3
1359,EID_22353,0,32.0,3,1,Washington,IT,Analytical,4.0,2,46,2,4,8.0,type3,1.0,3,-1.8176,0.7075,2.0,2,8,4
1361,EID_5978,0,49.0,4,1,Lebanon,Purchasing,Analytical,10.0,4,69,1,1,8.0,type2,3.0,3,-1.8176,-0.4537,2.0,3,8,5
1363,EID_8525,1,43.0,2,1,Springfield,R&D,Directive,5.0,3,21,0,3,10.0,type2,1.0,4,1.6081,-0.4537,2.0,3,8,3
1365,EID_11791,1,41.0,3,0,Springfield,R&D,Behavioral,3.0,3,34,1,4,8.0,type2,2.0,4,0.7516,-0.4537,2.0,3,7,1
1366,EID_22913,1,45.0,2,1,Springfield,Production,Conceptual,10.0,2,21,0,3,9.0,type2,1.0,2,-0.1048,-0.4537,2.0,3,7,3
1369,EID_3432,1,59.0,4,1,Springfield,IT,Conceptual,37.0,2,63,1,1,9.0,type2,3.0,4,0.7516,0.7075,2.0,3,8,4
1370,EID_13090,1,37.0,4,1,Franklin,Logistics,Conceptual,10.0,1,21,1,2,8.0,type4,2.0,3,0.7516,-0.4537,1.0,4,6,4
1371,EID_15117,1,28.0,2,0,Clinton,R&D,Analytical,4.0,4,51,1,4,8.0,type0,4.0,4,0.7516,-0.4537,3.0,2,8,5
1376,EID_24385,0,22.0,3,0,Franklin,Purchasing,Behavioral,3.0,1,25,1,5,9.0,type2,3.0,3,1.6081,1.8688,1.0,3,8,2
1378,EID_13544,1,36.0,1,1,Springfield,IT,Conceptual,13.0,1,52,1,2,7.0,type3,1.0,3,-0.1048,0.7075,1.0,3,9,5
1379,EID_9014,0,38.0,4,0,Franklin,IT,Behavioral,15.0,2,53,0,2,8.0,type2,1.0,3,-0.1048,-0.4537,2.0,3,5,3
1380,EID_9246,0,60.0,3,0,Lebanon,Operarions,Directive,32.0,4,24,1,2,9.0,type2,1.0,2,0.7516,-0.4537,1.0,2,7,2
1383,EID_7925,0,45.0,1,0,Lebanon,Sales,Directive,14.0,1,31,0,3,9.0,type2,3.0,3,-1.8176,-0.4537,3.0,4,5,2
1384,EID_18473,1,21.0,3,0,Lebanon,Human Resource Management,Behavioral,2.0,1,50,1,1,8.0,type3,3.0,1,0.7516,-0.4537,2.0,2,5,4
1385,EID_19427,1,52.0,5,1,Springfield,IT,Analytical,21.0,3,30,0,3,10.0,type3,1.0,3,1.6081,-0.4537,1.0,1,6,3
1388,EID_25611,1,32.0,2,1,Springfield,IT,Conceptual,10.0,2,51,0,4,8.0,type2,1.0,3,-0.1048,-0.4537,2.0,4,5,4
1391,EID_2604,1,53.0,2,1,Lebanon,Accounting and Finance,Analytical,23.0,1,29,1,1,7.0,type3,3.0,2,1.6081,1.8688,,2,8,1
1392,EID_16152,0,29.0,4,0,Franklin,Security,Analytical,7.0,4,65,1,3,7.0,type2,3.0,1,-1.8176,-0.4537,1.0,2,8,5
1393,EID_8563,0,48.0,4,1,Springfield,Logistics,Conceptual,9.0,1,67,1,4,8.0,type2,4.0,3,0.7516,-0.4537,2.0,3,8,4
1394,EID_18620,0,23.0,3,1,Franklin,IT,Directive,4.0,2,48,1,3,7.0,type3,2.0,5,-0.1048,-0.4537,2.0,3,8,3
1397,EID_13159,1,,1,1,Washington,Logistics,Analytical,13.0,2,27,0,2,8.0,type1,2.0,2,-0.1048,0.7075,2.0,5,5,2
1398,EID_13171,1,37.0,3,1,Lebanon,Sales,Conceptual,13.0,4,58,1,3,10.0,type3,1.0,3,1.6081,0.7075,2.0,3,6,3
1399,EID_8374,0,49.0,4,0,Clinton,Operarions,Behavioral,,1,23,0,4,9.0,type3,1.0,4,1.6081,0.7075,2.0,3,8,3
1402,EID_17451,1,24.0,3,0,Franklin,Accounting and Finance,Analytical,5.0,3,69,2,5,8.0,type1,2.0,3,-0.9612,-0.4537,1.0,4,5,2
1407,EID_24082,0,60.0,3,1,Franklin,Logistics,Conceptual,27.0,2,68,0,2,7.0,type2,4.0,3,-0.9612,-0.4537,1.0,3,6,4
1410,EID_8327,0,44.0,3,1,Springfield,Sales,Analytical,13.0,4,36,1,3,9.0,type2,2.0,3,,0.7075,3.0,3,5,3
1414,EID_7471,0,51.0,3,1,Clinton,Purchasing,Behavioral,16.0,4,63,0,2,7.0,type3,4.0,3,-0.1048,-0.4537,2.0,4,6,2
1417,EID_14175,1,29.0,4,0,Springfield,Operarions,Analytical,6.0,2,47,1,2,8.0,type0,4.0,3,-0.9612,0.7075,2.0,2,8,4
1420,EID_14260,0,25.0,4,0,Franklin,Logistics,Behavioral,6.0,4,66,0,3,8.0,type3,2.0,3,0.7516,0.7075,2.0,4,5,3
1421,EID_15574,1,30.0,3,1,Washington,Purchasing,Conceptual,6.0,4,32,1,3,7.0,type2,1.0,4,,-0.4537,2.0,2,7,4
1424,EID_13106,0,32.0,3,1,Springfield,Logistics,Conceptual,6.0,1,40,1,1,8.0,type2,1.0,1,1.6081,-2.7762,2.0,4,6,4
1425,EID_15448,0,24.0,4,1,Springfield,IT,Behavioral,5.0,2,53,1,3,9.0,type2,3.0,3,-1.8176,-2.7762,2.0,3,8,3
1427,EID_23758,1,37.0,4,1,Lebanon,R&D,Analytical,9.0,2,39,0,3,9.0,type2,3.0,2,-0.1048,-0.4537,2.0,3,8,1
1430,EID_5467,0,46.0,2,0,Franklin,Operarions,Analytical,24.0,3,52,1,3,7.0,type2,1.0,3,-0.1048,-0.4537,3.0,3,6,3
1431,EID_6022,1,54.0,3,1,Franklin,Sales,Analytical,23.0,3,45,2,2,8.0,type2,1.0,3,-0.1048,0.7075,1.0,3,5,3
1435,EID_22022,1,37.0,3,1,Clinton,Human Resource Management,Behavioral,13.0,2,30,0,4,8.0,type3,2.0,3,-0.9612,-0.4537,2.0,4,8,4
1438,EID_12519,0,38.0,3,0,Washington,Sales,Behavioral,10.0,3,64,1,3,7.0,type2,3.0,3,0.7516,-0.4537,,3,7,3
1439,EID_23549,1,,5,0,Franklin,Purchasing,Behavioral,4.0,3,66,1,2,8.0,type2,2.0,3,0.7516,0.7075,,4,5,2
1442,EID_1949,1,59.0,1,1,Springfield,Logistics,Directive,31.0,3,51,1,1,7.0,type2,4.0,3,-0.9612,0.7075,2.0,3,6,3
1443,EID_23313,1,28.0,3,1,Springfield,Sales,Directive,6.0,4,29,0,4,7.0,type3,1.0,5,0.7516,-0.4537,2.0,3,5,3
1444,EID_22516,0,52.0,3,1,Franklin,Purchasing,Directive,25.0,2,20,1,1,8.0,type2,4.0,3,-0.1048,0.7075,,2,8,3
1456,EID_3835,0,,4,1,Washington,Marketing,Behavioral,32.0,4,43,1,3,8.0,type3,2.0,3,-0.9612,0.7075,2.0,3,8,3
1461,EID_8238,1,59.0,5,0,Lebanon,Sales,Analytical,31.0,1,70,1,3,8.0,type3,1.0,2,0.7516,0.7075,2.0,2,5,4
1464,EID_19311,0,20.0,4,1,Lebanon,Logistics,Analytical,,1,25,2,2,8.0,type2,1.0,3,-0.1048,0.7075,1.0,3,6,5
1468,EID_10764,0,43.0,4,1,Lebanon,Marketing,Directive,7.0,3,35,0,3,8.0,type2,4.0,3,0.7516,-2.7762,2.0,2,8,4
1470,EID_1345,0,58.0,3,1,Franklin,Logistics,Conceptual,28.0,3,21,0,1,8.0,type3,1.0,4,0.7516,0.7075,2.0,3,8,3
1473,EID_9203,0,58.0,3,0,Franklin,Sales,Analytical,21.0,1,42,0,3,8.0,type0,4.0,3,0.7516,0.7075,3.0,3,8,3
1475,EID_8707,1,60.0,4,1,Springfield,Logistics,Conceptual,32.0,1,54,0,3,8.0,type2,1.0,3,-1.8176,-1.615,1.0,3,5,3
1477,EID_20428,0,42.0,5,1,Clinton,Operarions,Analytical,14.0,1,50,0,1,7.0,type2,2.0,4,-0.1048,-0.4537,,3,7,1
1484,EID_21336,1,32.0,4,1,Franklin,Sales,Directive,10.0,2,62,0,4,8.0,type3,1.0,3,-0.1048,-0.4537,,4,7,3
1488,EID_9961,0,46.0,3,0,Springfield,IT,Behavioral,10.0,3,66,0,4,8.0,type2,2.0,3,-0.9612,0.7075,1.0,3,8,3
1489,EID_23386,0,28.0,3,1,Lebanon,IT,Conceptual,5.0,4,69,0,2,9.0,type3,1.0,4,-0.1048,1.8688,1.0,3,5,1
1494,EID_16387,1,28.0,3,1,Lebanon,IT,Directive,4.0,4,42,1,1,7.0,type2,4.0,3,,0.7075,1.0,3,7,3
1495,EID_20293,0,19.0,4,1,Lebanon,Operarions,Behavioral,0.0,0,41,2,2,8.0,type2,1.0,3,-0.9612,0.7075,1.0,3,9,3
1497,EID_11827,1,32.0,3,1,Franklin,Operarions,Conceptual,6.0,1,51,1,2,8.0,type2,1.0,3,-0.9612,1.8688,2.0,3,6,5
1501,EID_2603,1,57.0,5,1,Springfield,IT,Conceptual,19.0,1,42,1,2,8.0,type2,3.0,4,0.7516,-0.4537,,3,5,3
1506,EID_13056,0,28.0,4,1,Lebanon,IT,Analytical,4.0,1,69,1,5,7.0,type2,4.0,1,-0.1048,-0.4537,1.0,3,8,3
1511,EID_22918,1,,4,0,Springfield,Human Resource Management,Directive,3.0,3,50,1,1,10.0,type2,2.0,3,-0.9612,-0.4537,2.0,2,7,4
1519,EID_21463,1,,4,1,Springfield,Sales,Directive,33.0,1,55,1,3,8.0,type1,3.0,3,-0.9612,-0.4537,2.0,4,7,3
1523,EID_2660,0,57.0,1,0,Lebanon,Operarions,Directive,35.0,1,74,0,2,9.0,type4,1.0,3,1.6081,0.7075,2.0,2,7,5
1524,EID_1333,1,61.0,1,0,Clinton,Accounting and Finance,Analytical,23.0,4,49,0,2,7.0,type2,3.0,4,-0.1048,-0.4537,2.0,2,8,3
1526,EID_7830,0,50.0,2,0,Clinton,IT,Conceptual,14.0,4,42,0,3,9.0,type2,1.0,3,-1.8176,0.7075,2.0,2,9,3
1528,EID_15955,1,26.0,4,1,Washington,Accounting and Finance,Conceptual,3.0,3,55,1,4,7.0,type2,3.0,3,-0.9612,-0.4537,3.0,1,9,4
1532,EID_14401,0,30.0,4,1,Franklin,R&D,Conceptual,7.0,2,60,1,2,9.0,type0,1.0,4,-0.1048,-0.4537,2.0,4,7,4
1534,EID_10684,1,35.0,4,0,Washington,IT,Analytical,8.0,3,45,0,2,9.0,type2,3.0,2,-0.1048,0.7075,2.0,4,6,3
1535,EID_21512,1,54.0,3,0,Clinton,Human Resource Management,Directive,30.0,1,68,1,2,9.0,type4,3.0,4,1.6081,-0.4537,1.0,5,8,3
1545,EID_18114,1,24.0,4,0,Lebanon,Operarions,Conceptual,5.0,2,57,1,3,8.0,type1,3.0,3,0.7516,-1.615,2.0,3,9,3
1546,EID_12784,1,38.0,2,1,Franklin,Operarions,Directive,15.0,3,68,1,2,7.0,type3,2.0,3,-1.8176,0.7075,2.0,2,8,3
1548,EID_4512,0,52.0,4,0,Lebanon,Accounting and Finance,Behavioral,16.0,2,27,2,4,10.0,type2,1.0,3,0.7516,-0.4537,2.0,3,9,3
1549,EID_5837,1,49.0,4,1,Lebanon,Operarions,Conceptual,20.0,4,31,1,1,8.0,type3,4.0,4,,1.8688,,2,7,3
1550,EID_12564,0,38.0,3,1,Franklin,Production,Conceptual,11.0,1,57,1,1,7.0,type3,1.0,2,-1.8176,-0.4537,2.0,4,7,3
1554,EID_4386,1,48.0,4,0,Franklin,Logistics,Conceptual,19.0,1,52,1,5,9.0,type2,2.0,3,-0.1048,0.7075,,1,8,3
1555,EID_5223,0,56.0,4,1,Washington,Operarions,Behavioral,23.0,4,44,1,2,8.0,type3,4.0,3,-0.9612,-0.4537,1.0,2,5,3
1556,EID_1494,0,60.0,4,0,Springfield,Marketing,Analytical,30.0,4,53,0,2,8.0,type2,2.0,3,0.7516,-0.4537,2.0,3,6,3
1557,EID_22699,1,19.0,3,1,Springfield,IT,Conceptual,,0,50,1,3,8.0,type2,2.0,4,-0.1048,-0.4537,3.0,3,8,3
1561,EID_18845,1,22.0,1,0,Washington,Sales,Behavioral,3.0,3,66,2,4,10.0,type2,4.0,5,0.7516,-0.4537,2.0,3,5,3
1563,EID_1712,0,60.0,3,1,Washington,Security,Conceptual,36.0,1,21,1,2,7.0,type2,3.0,4,-0.9612,-0.4537,,3,7,3
1564,EID_12024,1,31.0,4,0,Clinton,R&D,Analytical,9.0,3,72,1,1,8.0,type2,1.0,3,-0.1048,-0.4537,2.0,2,6,3
1566,EID_12806,0,33.0,4,1,Franklin,Quality,Analytical,5.0,2,60,1,1,7.0,type2,3.0,4,0.7516,0.7075,2.0,3,7,5
1568,EID_3998,1,49.0,3,1,Springfield,Operarions,Behavioral,23.0,4,29,1,2,9.0,type2,2.0,3,-0.9612,0.7075,2.0,5,7,3
1569,EID_22451,1,60.0,4,1,Springfield,Accounting and Finance,Directive,36.0,4,69,1,1,9.0,type4,3.0,4,1.6081,-0.4537,2.0,2,7,3
1572,EID_9423,0,38.0,3,1,Springfield,Purchasing,Analytical,9.0,3,30,2,1,9.0,type2,1.0,4,0.7516,0.7075,3.0,3,6,3
1573,EID_25347,1,35.0,3,1,Clinton,IT,Analytical,10.0,1,34,1,3,8.0,type3,3.0,4,0.7516,0.7075,2.0,4,6,3
1575,EID_18079,1,22.0,2,0,Franklin,R&D,Analytical,3.0,1,60,1,1,8.0,type0,5.0,4,-0.1048,-0.4537,2.0,3,9,5
1579,EID_7325,1,42.0,5,1,Lebanon,R&D,Conceptual,8.0,2,48,1,3,10.0,type2,3.0,3,-0.9612,-0.4537,2.0,3,8,5
1581,EID_10760,1,34.0,1,0,Franklin,Sales,Directive,10.0,3,53,2,3,8.0,type2,2.0,4,0.7516,-0.4537,,3,8,3
1582,EID_24380,1,19.0,4,0,Springfield,Logistics,Analytical,0.0,0,51,0,2,8.0,type3,1.0,3,-1.8176,-0.4537,3.0,3,8,5
1584,EID_2796,0,52.0,2,1,Lebanon,Operarions,Directive,22.0,1,37,0,3,8.0,type3,1.0,3,0.7516,-2.7762,2.0,3,8,1
1585,EID_18860,1,22.0,3,0,Clinton,Sales,Directive,3.0,2,38,1,3,7.0,type2,3.0,3,0.7516,-0.4537,2.0,4,6,4
1586,EID_13597,1,27.0,3,1,Washington,Logistics,Analytical,4.0,4,67,1,4,8.0,type2,1.0,3,0.7516,-0.4537,2.0,2,6,5
1588,EID_14987,0,32.0,3,1,Franklin,Sales,Directive,7.0,3,57,0,3,7.0,type4,2.0,5,-0.1048,1.8688,1.0,2,6,2
1593,EID_6335,0,63.0,4,0,Franklin,R&D,Conceptual,41.0,3,34,1,1,8.0,type3,4.0,3,0.7516,-0.4537,2.0,1,8,3
1594,EID_1317,1,65.0,1,0,Springfield,Sales,Analytical,34.0,2,63,1,3,8.0,type3,2.0,3,-0.9612,-2.7762,2.0,4,6,4
1595,EID_5575,1,46.0,3,1,Franklin,Production,Directive,14.0,2,63,1,1,8.0,type2,1.0,2,-0.9612,-0.4537,2.0,2,9,4
1597,EID_6238,1,53.0,4,1,Springfield,R&D,Behavioral,14.0,2,44,0,1,8.0,type2,1.0,3,0.7516,-0.4537,2.0,3,8,3
1600,EID_9281,0,61.0,4,1,Lebanon,IT,Analytical,37.0,1,43,2,2,8.0,type2,2.0,3,-0.1048,0.7075,2.0,2,8,4
1607,EID_15915,1,30.0,3,1,Clinton,Human Resource Management,Directive,6.0,3,55,1,4,7.0,type0,2.0,3,-1.8176,-1.615,1.0,3,7,4
1608,EID_25265,0,37.0,3,1,Clinton,Purchasing,Directive,12.0,2,51,1,2,7.0,type2,3.0,3,-1.8176,-0.4537,2.0,3,8,2
1611,EID_25403,0,35.0,3,1,Washington,IT,Behavioral,6.0,1,34,0,3,8.0,type0,5.0,4,-0.1048,-2.7762,2.0,2,9,3
1612,EID_10354,1,45.0,5,1,Springfield,Production,Directive,7.0,3,68,0,2,8.0,type2,1.0,4,0.7516,-0.4537,1.0,3,7,3
1613,EID_19522,0,26.0,3,1,Lebanon,Security,Behavioral,3.0,3,53,1,1,8.0,type2,1.0,1,0.7516,-0.4537,1.0,4,8,3
1615,EID_3363,0,59.0,4,1,Lebanon,Accounting and Finance,Behavioral,26.0,1,52,1,3,8.0,type2,4.0,2,-1.8176,0.7075,2.0,3,7,3
1618,EID_3883,0,53.0,2,1,Springfield,Sales,Analytical,21.0,3,62,1,5,9.0,type3,2.0,3,-0.9612,0.7075,2.0,2,7,3
1619,EID_7323,1,,3,1,Washington,IT,Behavioral,16.0,2,66,1,2,10.0,type2,1.0,4,-0.1048,-0.4537,3.0,3,6,3
1623,EID_13777,0,30.0,5,0,Lebanon,IT,Behavioral,6.0,4,30,1,4,9.0,type3,4.0,3,0.7516,-0.4537,,2,5,2
1624,EID_24876,0,25.0,1,1,Lebanon,Logistics,Directive,6.0,2,33,1,3,8.0,type3,3.0,3,0.7516,1.8688,2.0,3,8,4
